ENTITY_ID,NAME,DOMAIN,HEADCOUNT,YEAR_FOUNDED,HQ_LOCATION,DESCRIPTION,LINKEDIN_URL,HEADCOUNT_CHANGE_3M,HEADCOUNT_CHANGE_6M,HEADCOUNT_CHANGE_1Y,KEYWORDS
282942990,Pacaso,pacaso.com,188,2020,"San Francisco, California,United States","Pacaso offers co-ownership opportunities for luxury second homes, allowing customers to purchase a share of a vacation property, typically ranging from 1/8 to 1/2 ownership. Their typical customers are individuals or families looking for a more affordable way to own a second home without the full financial burden or time commitment. Pacaso differentiates itself by providing turnkey luxury homes carefully selected for their amenities and design, offering an easy buying process with up to 70% financing, and handling all property management details, including scheduling and resale opportunities.",https://www.linkedin.com/company/pacasohomes/,-0.01,0.03,0.05,"owners,buyers,scheduling,ownership,buyer,purchasers,co ownership,consumers,marketplace,renters"
1537910,Udemy,udemy.com,8271,2010,"San Francisco, California,United States","Udemy, Inc. is an online learning platform that offers a wide range of courses on various subjects such as business, technology, design, and personal development. Their typical customers are professionals and individuals looking to acquire new skills or enhance their existing knowledge. Udemy claims to differentiate itself by offering a diverse range of courses taught by industry experts, as well as providing a flexible learning environment with lifetime access to course materials.",https://www.linkedin.com/company/udemy/,0.03,0.06,0.1,"courses,online learning,udemy,game development,web development,aws,javascript,programming language,aws certification,react"
291436678,Docue,docue.com,23,2015,"Helsinki, Uusimaa,Finland","Docue offers a legal document management platform that allows users to create, sign, and store high-quality, lawyer-grade contracts with ease. They provide access to over 130 automated legal templates designed for various business scenarios and maintained by experienced UK lawyers to ensure compliance with English and Welsh legislation. The company's typical customers range from sole traders to listed companies, and they position themselves as a trusted solution for businesses seeking an all-in-one platform for legal document management.",https://www.linkedin.com/company/docuefi/,-0.12,-0.15,-0.28,"legal documents,electronic signature,template,electronic signatures,contracts,agreements,esignature,corporate documents,legal document,esignatures"
283481210,Veem,veem.com,112,2014,"San Francisco, California,United States","Veem provides global payment solutions for businesses, aiming to simplify and secure international money transfers. Their typical customers include small businesses, owners, accountants, and financial professionals who require enterprise-level financial tools for their international payment processes. Veem claims to differentiate themselves by offering a simple, secure, and transparent global payment method that empowers small businesses while providing competitive rates for international payments.",https://www.linkedin.com/company/veem/,-0.04,-0.07,-0.1,"payments,payment service provider,merchant account,small businesses,accountants,wallet,business owners,multiple payments,invoices,card acceptance"
290076429,Vero Technologies,sayvero.com,52,2017,"New York, New York,United States","VERO offers a game-changing technology that eliminates application fraud and automates residential applicant screening and leasing. The platform enables lead to lease in less than 1 day, delivering renters, owners, and operators with unprecedented efficiency. VERO's patent-pending technology verifies critical applicant metrics which results in a quick leasing decision, VERO's modern leasing infrastructure helps customers track and close more deals for more income with less headache. VERO’s success is predicated on its ability to use powerful financial technology to transform the antiquated – and historically painful — apartment leasing process into a frictionless experience that is as efficient and mobile-friendly as online shopping. The company’s diverse team of engineers, designers and real estate experts have combined operational real estate expertise with next-generation technology to develop a platform that brings peace of mind to renters and increases rental income for owners and operators.",https://www.linkedin.com/company/veroleasing/,0.11,0.13,-0.02,"renters,financial technology,operators,landlords,owners,renter,applicants,engineers,game changing technology"
290522258,Keystone Public Safety,keystoneps.com,1,2005,"Maple Shade Township, New Jersey,United States","Keystone Public Safety is a multi-platform, service-oriented software developer and systems integrator specializing in Public Safety solutions. Keystone assets are its client and employees; both groups having longevity of relationship with Keystone that is uncharacteristic in the volatile software industry. Keystone’s staff at all levels in the organization possesses deep subject matter and technical expertise gained from personal involvement in the complexities of automating our clients’ organizations. Keystone staff provides all of the services required in an enterprise system implementation, such as project management, data conversion, training, and on-going support. Keystone’s corporate headquarter office is located in the Philadelphia suburbs of southern New Jersey, (10 miles east of Philadelphia, Pennsylvania), 80 miles south of New York City on the New Jersey Turnpike, and approximately 160 miles northeast of Washington, D.C. Full and part time employees are also located in an additional five states across the northeast, southeast and mid-western United States.",,,,,"employees,service oriented,software developer,systems integrator,software industry,organizations,assets,technical expertise"
289519124,BlueCargo,bluecargo.io,40,2018,"Los Angeles, California,United States","BlueCargo provides a platform to monitor, forecast, and mitigate D&D (detention and demurrage) charges at port terminals. Their typical customers include carriers, shippers, freight forwarders, BCOs (beneficial cargo owners), and logistics companies. They claim to differentiate themselves by offering real-time vessel, gate, and empty return schedules, as well as granular container activity tracking from terminals and steamship lines. They position themselves as the market-leading solution for detention and demurrage mitigation, helping to control international supply chain costs, improve operational efficiency, automate invoice auditing, and unlock profit trapped in the supply chain.",https://www.linkedin.com/company/bluecargo/,0.00,0.00,0.03,"terminals,logistics companies,digital tools,logistics providers,shippers,steamship lines,data,freight forwarders,port,logistics"
282935047,GaragePlug,garageplug.com,44,2017,"Newark, Delaware,United States","GaragePlug offers a cloud-based platform for automotive service brands, including auto repair workshops, detailing centers, multi-brand outlets, franchise-owned networks, tire/battery OEMs, and oil/lube service centers. Their products focus on customer experience, workshop management, business intelligence, and AI capabilities to enhance operations, customer satisfaction, and brand perception. They aim to serve global automotive service enterprises, and they position themselves as a trusted and innovative solution provider, focusing on digital transformation, modernization, and customer-centricity.",https://www.linkedin.com/company/garageplug/,0.02,0.19,0.29,"centers,automotive detailing,auto repair,automotive service,auto detailing,auto service,automotive repair,car detailing,auto repair shop,fleet repair"
289611086,Trimdata,trimdata.com,2,1984,"Annapolis, Maryland,United States","Trimdata Corp provides solutions to colleges and universities, with their flagship product being FA~Link, a real-time interface that connects the student information system to the campus store or web seller, as well as other campus departments where SIS funds can be utilized, such as food service and housing. Their typical customers are higher education institutions looking to provide excellent service to their students and streamline their financial aid and bookstore operations. Trimdata positions themselves as a provider of exceptional customer service and emphasizes their experienced team of software development professionals in the Higher Education market to differentiate themselves in the industry.",https://www.linkedin.com/company/trimdata-corp/,0.00,0.00,-0.21,"bookstore,students,college students,campus store,funds,student success,classes,student accounts,campus departments,campus bookstore"
282618465,Commvault,commvault.com,2980,1996,"Eatontown, New Jersey,United States","Commvault is a global leader in enterprise backup, recovery, and data management solutions. They offer a wide range of products and services, including data management software, cloud and infrastructure solutions, and professional services. Their typical customers include large enterprises, mid-sized businesses, and government organizations. Commvault differentiates themselves by their comprehensive approach to data management, providing a single, unified platform for backup, recovery, and data storage. They market themselves as the go-to solution for businesses looking to streamline their data management processes and ensure data protection and compliance.",https://www.linkedin.com/company/commvault/,-0.01,-0.01,0,"disaster recovery,data,cyber resilience,disaster recovery plan,remote backup,recovery plan,backup service,incremental backup,backup software,file recovery"
282424097,Ellevation,ellevationeducation.com,237,2006,"Boston, Massachusetts,United States","Ellevation Education offers a comprehensive EL program management solution that goes beyond compliance and impacts instruction in every classroom. Their products include the Ellevation Platform, Ellevation Strategies, and Ellevation Math, which are designed to manage complex program requirements, build the capacity of teachers to serve multilingual learners, and empower students with the academic language necessary for success in school. Their typical customers are school district administrators, teachers, EL coordinators, EL specialists, and students across the United States. They claim to differentiate themselves by providing greater visibility, increased accountability, and effective measurement through their solutions, which empower teachers with skill and confidence to effectively differentiate instruction for ELs.",https://www.linkedin.com/company/ellevation-education/,0.02,0.05,0.06,"educators,teachers,english language learners,english learners,students,classroom teachers,professional learning,school leaders,academic language,schools"
1559459,ChowNow,chownow.com,332,2010,"Culver City, California,United States","ChowNow offers a commission-free online ordering system for restaurants, allowing them to receive orders through their own branded website and mobile app. Their typical customers are independent restaurants looking to increase their online presence and improve their delivery and takeout capabilities. ChowNow claims to differentiate itself from other food ordering apps by offering 100% commission-free services with no hidden fees, allowing restaurants to save money, and retain 100% of their profits.",https://www.linkedin.com/company/chownow/,0.00,-0.08,-0.05,"restaurants,new customers,independent restaurants,local restaurants,diners,restaurant partners,takeout,popular sites,browser,online ordering systems"
290526561,Tokeet,tokeet.com,32,2015,"Toronto, Ontario,Canada","Tokeet is a company that offers advanced vacation rental management software, including a suite of powerful tools for channel management, rental automation, owner management, and more. Their typical customers are owners and managers of vacation rental properties, ranging from those with a single rental to large enterprise businesses in the short-term rental industry. Tokeet claims to differentiate themselves by providing automation tools, powerful reporting, and a focus on saving time and money for their customers, whether they are managing one rental or multiple properties.",https://www.linkedin.com/company/tokeet/,0.07,0.28,0.68,"short term rental management,invoicing,invoices,bookings,payments,invoice,invoice management,margins,payment tracking,prices"
291419026,Nintex,nintex.com,1206,2006,"Bellevue, Washington,United States","Nintex provides a platform for process management and automation, enabling businesses to streamline their operations and workflows. Their typical customers include companies of various sizes and industries, seeking to improve efficiency and productivity through automation. Nintex claims to differentiate themselves with their easy-to-use, feature-rich platform that allows businesses to quickly and effectively automate their processes without the need for extensive coding or IT assistance.",https://www.linkedin.com/company/nintex/,0.06,0.08,0.23,"business process,processes,workflow management,management process,process management,business process mapping,business process improvement,workflow engine,process mapping,agile process"
284199343,Binary Stream,binarystream.com,136,1999,"Burnaby, British Columbia,Canada","Binary Stream Software provides innovative solutions for Microsoft Dynamics 365, specializing in industry-leading solutions embedded in Dynamics 365 Finance, Dynamics 365 Business Central, and Microsoft Dynamics GP. Their offerings include subscription billing, property lease management, consolidation accounting, and more, tailored for industries such as software and IT, telecommunications, manufacturing, real estate, finance and insurance, healthcare and long-term care, hospitality and franchising. They position themselves as a top 5% Microsoft partner worldwide, delivering end-to-end support and managed implementations for over 20 years.",https://www.linkedin.com/company/binary-stream-software/,-0.01,-0.03,-0.04,"subscription billing,dynamics gp,dynamics,multi entity management,microsoft dynamics,subscription management,microsoft dynamics gp,erp,lease administration,microsoft dynamics erp"
287184803,Activ Surgical,activsurgical.com,57,2017,"Boston, Massachusetts,United States","Activ Surgical is a company that offers intraoperative surgical intelligence solutions. Their typical customers are likely to be hospitals, surgical centers, and healthcare providers who perform minimally invasive surgeries. The company differentiates itself by providing real-time visualization and intelligence to surgeons, allowing them to assess vessels, blood flow, tissue perfusion, and bile ducts using fluorescence and near-infrared imaging during surgeries. Activ Surgical positions itself as an innovative and technologically advanced solution that aims to reduce medical complications and surgical errors, ultimately improving patient outcomes and reducing healthcare costs.",https://www.linkedin.com/company/activ-surgical/,-0.08,-0.19,-0.17,"surgeons,artificial intelligence,bariatric,machine learning,computer vision,intelligence,surgeon,colorectal,data,patient care"
290490543,TCDI,tcdi.com,193,1988,"Greensboro, North Carolina,United States","TCDI offers legal services, litigation management, eDiscovery services and software, advanced text and chat data processing, managed document review, digital forensics and data recovery, mobile device forensic discovery, cybersecurity services including penetration testing, cybersecurity risk management program, cybersecurity assessment, employee data theft investigations, virtual CISO, information security policies and plans, and cybersecurity awareness training. Their typical customers are law firms, in-house counsel, corporate legal teams, small and mid-sized businesses, and government agencies. TCDI claims to differentiate themselves by providing a people-first, collaborative, and strategic experience, in addition to offering world-class legal services technology and cybersecurity solutions.",https://www.linkedin.com/company/tcdi/,0.01,0.02,0.07,"litigation management,legal services,proprietary software,data,law firms,ediscovery,electronic discovery,digital forensics,legal technology,document review services"
282424424,Ermetic,ermetic.com,65,2019,"Tel Aviv, Tel Aviv,Israel","Ermetic, now Tenable Cloud Security, offers a range of products and services focused on providing holistic protection for cloud infrastructure and workloads on platforms such as AWS, Azure, and Google Cloud Platform. Their offerings include Cloud-Native Application Protection Platform (CNAPP), Cloud Infrastructure Entitlement Management (CIEM), Cloud Security Posture Management (CSPM), Kubernetes Security Posture Management (KSPM), Infrastructure as Code (IaC) Security, and Just-in-Time (JIT) Access. Their typical customers include CISOs, Cloud Security professionals, DevSecOps teams, IAM professionals, and organizations in industries such as healthcare, government, financial services, eCommerce, SaaS, and tech vendors. Ermetic positions itself as a provider of cloud security solutions that offer deep visibility, control, and remediation capabilities to help organizations secure their cloud environments effectively.",https://www.linkedin.com/company/tenableisrael/,-0.17,-0.32,-0.61,"data,cloud security,cloud infrastructure,cloud environments,public cloud,security compliance,azure,cybersecurity,cloud environment,cloud architecture"
291418776,Boris Software,boris-software.com,25,2012,"Somerset,United Kingdom","Boris Software Ltd provides a mobile management solution designed to help businesses digitize their operations, improve efficiency, and gain better control over their processes. Their core offerings include workforce management, asset management, compliance management, operations management, and GPS & fleet management. Their typical customers are businesses across various industries, from construction contractors to healthcare institutions, who seek to streamline their operations and improve their overall business performance. Boris Software Ltd differentiates itself by offering a completely customized solution tailored to each business's unique requirements, providing real-time information and reporting, and supporting users with all levels of technical expertise.",https://www.linkedin.com/company/boris-software-ltd/,0.00,0.00,0.09,"compliance management,operations management,gps fleet management,workforce management,field service management,asset management,management solution,health safety compliance,processes,fleet management"
278333137,Deal Engine,deal-engine.com,41,2017,"Miami, Florida,United States","Deal Engine is a Miami-based travel software company that offers digital transformation solutions for the travel industry. Their core offerings include an Automated Refund Platform and an Automated Change Platform, both of which are designed to eliminate manual processes in the travel industry through AI and APIs. Their typical customers are top airlines and travel agencies around the world. Deal Engine differentiates itself by offering solutions that are customizable, data-oriented, and aimed at removing all manual processes with AI, thereby creating new revenue streams and reducing costs in the travel industry.",https://www.linkedin.com/company/deal-engine/,-0.05,0.03,0.17,"manual processes,travel industry,data,humans,processes,apis,persons,travelers,credit card transactions,automated"
287165810,Employee Navigator,employeenavigator.com,239,2008,"Bethesda, Maryland,United States","Employee Navigator provides an all-in-one benefits and HR platform for businesses, insurance brokers, and integrated partners. Their offerings include benefits administration, integrations with over 350 partners, ACA reporting, integrated payroll, new hire onboarding, HR management, and PTO tracking. Their typical customers are insurance brokers, employers, and businesses of all sizes. Employee Navigator claims to differentiate themselves by offering a simple, intuitive platform that streamlines benefits and HR management, integrates with a wide range of partners, and prioritizes data security and compliance.",https://www.linkedin.com/company/employee-navigator/,0.07,0.16,0.39,"brokers,insurance brokers,brokerages,insurance carriers,broker,integrated payroll,data,tpas,payroll companies,workflows"
286204076,Badi,badi.com,90,2015,"Tarragona,Spain","Badi's mission is to become the most trusted brand for shared living by delivering the slickest user experience through our curated marketplace as well as by unlocking premium shared living spaces through our own RE operator, Badi Plus. We are the Nº1 shared living marketplace in Spain with more than 4M users and 7 years of experience. We leverage our marketplace, our data and our technology in order to digitalize the booking and living experience to its fullest.",https://www.linkedin.com/company/badi/,0.03,0.05,0.07,"marketplace,machine learning technology,data,trusted brand,intermediaries,matching process,tenants,living spaces,payments,operator"
286623598,SailPlan,sailplan.com,24,2020,"Fort Lauderdale, Florida,United States","SailPlan is a maritime technology company that offers a high-resolution, real-time data platform to help ships measure, report, and reduce emissions and fuel consumption. Their typical customers are shipping companies, ports, and terminals looking to improve their environmental impact and operational efficiency. SailPlan differentiates itself by providing real-time, direct emissions measurements and high-resolution engine data, which they claim leads to immediate monetary and environmental return on investment.",https://www.linkedin.com/company/sailplanai/,0.04,0.04,0.09,"data,fuel consumption,analytics,fuel costs,fuel efficiency,fuel usage,decarbonization,engine performance,environmental stewardship,fuel savings"
297148349,Wynter,wynter.com,113,2020,"Austin, Texas,United States","Wynter operates as a B2B target market research platform, offering a range of services to help businesses understand their target customers' needs, pain points, and preferences. Their typical customers are B2B demand gen and product marketers at leading companies. They position themselves as providing on-demand market research with results delivered in 12-48 hours, emphasizing their ability to provide high-quality research insights from a network of 50,000+ verified B2B professionals.",https://www.linkedin.com/company/wynter/,0.04,-0.14,1.46,"target customers,b b audiences,messaging,target customer,target audience,target market,target audiences,prospects,data,b b customers"
282935161,MEDHOST,medhost.com,608,1996,"Franklin, Tennessee,United States","Medhost provides healthcare IT solutions and services for healthcare facilities, including electronic health record (EHR), emergency department (EDIS), and revenue cycle platforms. Their typical customers are healthcare facilities, including hospitals and healthcare systems of all sizes. Medhost claims to differentiate itself by providing tailored solutions to meet the needs of healthcare providers, supporting them in maximizing the value of their investments through reliable account management, implementations, customer support, and education.",https://www.linkedin.com/company/medhost/,-0.02,-0.04,-0.05,"electronic health record,healthcare facilities,electronic medical record,clinicians,meaningful use,hospitals,emergency department,patient satisfaction,patients,healthcare providers"
289611544,TIBA Parking Systems,tibaparking.com,92,1986,"Columbus, Ohio,United States","TIBA Parking Systems is a leading manufacturer of Parking Access and Revenue Control Systems, offering a complete range of hardware, software, and cloud-based products for parking operators and owners in various industries such as hotels, healthcare, airports, retail, education, cities, and municipalities. TIBA is known for its reliability, durability, and ease of installation, commissioning, and maintenance, claiming to provide the best return on investment in the industry. They position themselves as a provider of innovative solutions that lower the price of initial acquisition and ongoing maintenance, while continuously enhancing and supporting their reliable hardware platforms.",https://www.linkedin.com/company/tiba-parking/,-0.10,-0.11,-0.02,"revenue control systems,owners,technologies,parcs,operators,facilities,software solutions,methodologies,cloud based services,property owners"
291418537,Lumi,lumiglobal.com,159,1991,"London, Hampshire,United Kingdom","Lumi Global provides technology solutions for facilitating meetings, specifically focusing on Annual General Meetings (AGMs) and investor relations. Their offerings include software, hardware, and services to assist in registering delegates, live polling, managing Q&A sessions, and providing relevant reporting. Their typical customers include companies, legislative bodies, membership organizations, and partnerships. They position themselves as the leading end-to-end platform globally, offering services for in-room, hybrid, and virtual meetings. They claim to be highly differentiated in most markets where they operate and benefit from strong, experienced, and renowned managing directors in each country.",https://www.linkedin.com/company/lumiglobal/,0.01,0.05,0.17,"meetings,agm,data,attendees,general meetings,member meetings,participants,delegates,virtual meetings,summaries"
289885810,Prendio,prendio.com,54,2015,"Woburn, Massachusetts,United States","Prendio offers eProcurement software specifically tailored for small to mid-sized biotech companies in the life sciences industry. Their typical customers are biotech companies looking to streamline their procure-to-pay processes and optimize their procurement workflows. Prendio differentiates itself by offering a simple, easy-to-use, and intuitive software solution that is comprehensive, affordable, and does not require long-term contracts, with a focus on accelerating discovery and decreasing time to market for their clients.",https://www.linkedin.com/company/prendio-llc/,0.29,0.29,0.54,"procurement,biotech,life science,biotech companies,life sciences,business partners,portfolio companies,biotechs,life science companies,procure"
289248019,nOps,nops.io,115,2015,"San Francisco, California,United States","nOps.io is an AI-powered FinOps platform that offers cloud management and cost optimization solutions for AWS customers. They cater to a wide range of customers, including startups and enterprises, who are looking to optimize their AWS usage and costs. nOps.io positions itself as a solution that automates cost optimization tasks, thereby giving customers the ability to focus on innovation and growth for their organizations.",https://www.linkedin.com/company/nops/,0.07,0.20,0.53,"cost allocation,artificial intelligence,aws cloud,cloud management,cost optimization,aws marketplace,azure infrastructure,cloud security,cloud infrastructure management,cloud optimization"
282946445,Realm,realmhome.com,113,2019,"New York, New York,United States","Realm offers a one-stop-shop for accessible, actionable home advice, providing reliable, unbiased data to homeowners. Their typical customers are homeowners who are looking for personalized, trusted guidance when making decisions about their homes. Realm claims to differentiate itself by providing data-backed insights on home value, renovations, and future potential, as well as customized renovation cost estimates. They position themselves as the go-to resource for homeowners looking to make smart choices for their homes based on trustworthy information.",https://www.linkedin.com/company/realmhome/,0.16,0.26,0.36,"homeowners,online platform,data,free app,older homes,homeowner,home buyers,residents,numbers,contractors"
282946462,1Health,1health.io,21,2014,"San Francisco, California,United States","1Health offers a wide range of healthcare solutions, including at-home testing, clinical trials and research study management, genetic testing, patient and physician gateways, population health management, and more. Their typical customers include clinical/pharma research organizations, diagnostic laboratories, health systems, LIMS/LIS providers, payors, and healthcare providers. They position themselves as a provider of turnkey solutions that do not require any coding, making it easy for their customers to integrate and utilize their healthcare technology offerings.",https://www.linkedin.com/company/1health-io/,0.05,-0.05,-0.36,"turnkey solution,equal opportunity employer,labs,patients,lab,physicians,diagnostic laboratories,doctors,clinical lab,healthcare providers"
290485657,Xyleme,xyleme.com,78,2004,"Denver, Colorado,United States","Xyleme, Inc. provides a unified solution for content authoring, management, delivery, personalization, and syndication at scale. Their main offering is the Xyleme LCMS platform, which is designed for the development, management, delivery, and syndication of content, at scale. Their typical customers include enterprise L&D teams, Chief Learning Officers (CLOs), learning managers, instructional designers, and their teams. Xyleme positions itself as the most trusted intelligent LCMS platform that helps enterprise L&D teams scale and deliver mission-critical knowledge while offering a reduction in content development time, content maintenance time, and savings on translation costs.",https://www.linkedin.com/company/xyleme-inc-/,-0.08,-0.15,-0.24,"syndication,content management,teams,publishing,organizations,personalization,content development,content intelligence,content authoring,authoring"
290520438,Tripletex,tripletex.no,276,2002,"Oslo, Oslo,Norway","Tripletex AS provides a comprehensive cloud-based accounting software solution that caters to the needs of businesses of all sizes. Their offerings include features such as accounting, annual accounts, invoicing, time tracking, payroll, project management, inventory, and logistics. Their typical customers are businesses looking for an all-in-one accounting solution that offers flexibility, automation, and integration with other tools. Tripletex AS differentiates itself by offering a highly flexible and customizable platform that can be tailored to fit the specific needs of each business, as well as providing free help and support, collaboration with accountants, and seamless integration with other solutions.",https://www.linkedin.com/company/tripletex-as/,0.00,0.01,0.06,"med,modules,industries,som,fra,det,eller,til,kan,prosjekter"
287964344,Accrualify,accrualify.com,20,2015,"San Mateo, California,United States","Accrualify, Inc. offers cloud-based automation solutions for mid- and enterprise-level companies to better manage their Procure-to-Pay and accounts payable processes. Their products include solutions for purchase orders, accruals, invoices, payments, vendor management, expense reimbursements, corporate cards, and budgeting. Their typical customers are likely to be CFOs, finance directors, accounting managers, and procurement managers in mid- to large-sized companies looking for comprehensive spend management software. Accrualify positions themselves as a provider of enterprise-grade procure to pay software that automates, manages, and tracks every aspect of corporate spend. They claim to differentiate themselves through their comprehensive platform that covers all aspects of spend management, their direct integration with different ERPs, and their use of AI and machine learning to address common pain points in corporate finance organizations.",https://www.linkedin.com/company/accrualify-inc./,-0.13,-0.35,-0.46,"purchase orders,payments,procure,invoices,reimbursements,purchase order,virtual cards,invoice payments,vendors,accruals"
291439025,Datastreams,datastreams.io,5,2019,"Eindhoven, North Brabant,Netherlands","Datastreams is a regulatory technology (RegTech) company that offers a privacy-compliance platform to help organizations ensure high-quality data and orchestrate compliant data services. They position themselves as a solution for businesses that face enormous pressure for data protection and regulations compliance, particularly in relation to privacy and data governance standards. Their typical customers are organizations that need to navigate through privacy laws and digital regulations while ensuring the trustworthiness and security of their data. They differentiate themselves by providing a platform that enables companies to become digitally connected businesses and maximize the value of their data while upholding ever-increasing digital regulations and privacy standards.",https://www.linkedin.com/company/datastreams-io/,0.00,0.00,0.25,"data,privacy compliant,consent management,privacy compliance,datasets,privacy regulations,metrics,metadata,analytics,data ai"
286084740,Language I/O,languageio.com,58,2011,"Cheyenne, Wyoming,United States","Language I/O provides software that enables monolingual customer support teams to deliver chat, email, and self-service support in over 100 languages in real-time. Their typical customers are global enterprises with multilingual customer support needs. Language I/O claims to differentiate themselves by offering fast, intelligent, multilingual customer support through their technology, which is designed to deliver high-quality translations and enable support teams to communicate with customers in any language on any channel effectively and efficiently.",https://www.linkedin.com/company/languageio/,-0.06,-0.05,0.09,"zendesk,oracle,servicenow,crm,crms,data,chatbot,microsoft,chat,support agents"
297618947,Orderlion,orderlion.com,30,2017,"Vienna,Austria","Orderlion provides an ordering app and webshop solution specifically designed for food and beverage (F&B) wholesalers. Their typical customers are wholesale suppliers in Europe who are looking to automate and centralize their ordering processes. Orderlion differentiates itself by offering a user-friendly platform that integrates with ERP systems, reduces manual order entry, and enhances customer satisfaction through personalized features and real-time communication.",https://www.linkedin.com/company/orderlion/,0.03,0.07,-0.03,"suppliers,erp system,wholesalers,erp,online orders,erp systems,ordering,invoicing system,software solution,billing system"
282935213,Relay Network,relaynetwork.com,113,2010,"Pennsylvania,United States","Relay Network provides a business feed platform that helps companies engage with their customers using personalized feeds delivered through SMS. Their typical customers are in the healthcare, membership associations, and financial services industries. They claim to differentiate themselves by offering a personalized B2C channel that delivers content in a format that customers are comfortable with, leading to higher conversion and engagement compared to traditional outreach channels.",https://www.linkedin.com/company/relay-network-llc/,0.09,0.05,-0.07,"feed,financial services,customer lifetime value,feeds,customer engagement,business outcomes,banking,financial institutions,conversions,credit unions"
291437270,Influitive,influitive.com,51,2010,"Toronto, Ontario,Canada","Influitive provides a customer advocacy SaaS platform that helps companies turn their customers into loyal advocates. Their offerings include a gamified marketing newsletter, referrals, references, reviews at scale, and tools to mobilize customer advocates. Their typical customers are B2B SaaS companies in the software development industry. Influitive claims to differentiate themselves by offering a modern engagement platform combining powerful tools and expert services, leveraging the authentic voice of customers to drive growth, and making customer engagement fun and rewarding for everyone.",https://www.linkedin.com/company/influitive/,-0.18,-0.51,-0.6,"customer advocacy,advocacy,brands,advocates,customer engagement,customer growth,advocate,advocacy efforts,employee advocacy,digital businesses"
287164915,iontuition,iontuition.com,96,2012,"Elgin, Illinois,United States","IonTuition provides a range of education technology solutions including student loan counseling, self-service repayment tools, enrollment services, employer benefits, student loan contributions, and default management. Their typical customers are higher education institutions, employers, and student loan borrowers. IonTuition claims to differentiate itself by delivering unbeatable technology with a human touch, providing expert counselors to help borrowers throughout the student loan repayment lifecycle, and offering voluntary financial wellness benefits to help employers recruit and retain top talent. They position themselves as a company focused on making life easier for students and employees.",https://www.linkedin.com/company/iontuition/,-0.02,-0.03,-0.03,"ion,education technology,enrollment,colleges,universities,student enrollment,enrollment services,enrollments,higher education,student loan repayment"
284044740,Ascend.io,ascend.io,28,2015,"Palo Alto, California,United States","Ascend.io specializes in data pipeline automation, offering a platform that allows customers to build data pipelines 10x faster at 67% less cost. Their typical customers are data teams in next-generation startups and established enterprises who are looking to streamline their data engineering and analytics processes. Ascend.io claims to differentiate themselves through their DataAware™ control plane, which offers superpowers for data pipelines and automates best practices, ultimately providing users with confidence in their pipelines.",https://www.linkedin.com/company/ascend-io/,-0.15,-0.42,-0.43,"data,orchestration,platform overview,datasets,observability,metadata,analytics,metrics,orchestrator,workflows"
287380510,Circus,circushr.com,9,2016,"Vancouver, British Columbia,Canada","Circus provides a platform for managing production processes, team members, and payments all in one place. Their typical customers are companies and organizations involved in production, such as media production companies, film and television production companies, and entertainment industry professionals. Circus differentiates itself by offering a user-friendly system designed to streamline the production workflow, enhance security, and provide world-class support to its customers.",https://www.linkedin.com/company/circustech/,0.00,0.13,0,"workers,production costs,technologies,employees,costs,labor costs,team members,workflows,production workers,data"
285124818,Givt,givtapp.net,27,2016,"Lelystad, Flevoland,Netherlands","Givt offers a mobile app that allows users to make donations to various organizations and causes. Their typical customers are individuals who want the convenience of being able to give to their chosen organizations anytime and anywhere using their mobile phones. They claim to differentiate themselves by providing an easy-to-use and always accessible platform for charitable giving, allowing users to contribute to a wide range of organizations with just a few taps on their smartphone.",https://www.linkedin.com/company/givt/,-0.07,-0.07,0,"giving,werken bij,persoonsgegevens,geven,kinderen,geef,wij,waarom,gezin,goede"
287661082,Omnisearch,omnisearch.ai,10,2021,"Vancouver, British Columbia,Canada","Omnisearch offers a search software that allows users to make all content on their websites searchable, regardless of file type. Their typical customers include online course providers, educational institutions, business coaching platforms, and companies with large amounts of content that they want to make easily accessible to their users. Omnisearch differentiates itself by providing a complete and versatile search solution that supports various file types, including audio, video, images, presentations, and more. They also highlight their AI-powered search technology, seamless learning experience, and quick implementation process as key selling points.",https://www.linkedin.com/company/omnisearch/,0.11,0.25,1.5,"audio video content,pdf word,audio video,audio,content extraction,transcribe,video media,customer case studies,topics,data"
290525312,Stripo.email,stripo.email,74,2017,"Newark, Delaware,United States","Stripo provides an intuitive and simple yet flexible email template builder, featuring drag-and-drop and HTML editors, as well as embedded tools for interactive content and modular email architecture. Their typical customers are marketers and businesses looking to streamline their email marketing efforts, save time, and create engaging and professional-looking email templates. Stripo claims to differentiate themselves by simplifying the email production process and making it accessible to all, regardless of their coding skills. They also emphasize their time-saving features, creative elements, worry-free email building and testing, and strong commitment to security and innovation.",https://www.linkedin.com/company/stripo/,0.04,0.12,0.23,"html email,builder,bundles,email templates,email template,html email template,email campaigns,custom template,responsive email,template builder"
287999104,Bearer SAS,bearer.com,17,2019,"Cambridge, Massachusetts,United States","Bearer offers a developer-first SAST (Static Application Security Testing) solution for code security and privacy. Their typical customers are organizations developing software applications, particularly those in the SaaS industry. Bearer differentiates itself by focusing on providing a developer-friendly platform that allows for the building of secure features directly from the source code, with a strong emphasis on privacy and data security.",https://www.linkedin.com/company/bearer/,-0.19,-0.37,-0.39,"devsecops,context,static code analysis,sast,application security,data,static analysis,ci cd,shift left,risk detection"
